Word,Frequency
lexusacurabmw/infiniticadillacmercedesaudi,1
(tied)infinitiaudi,1
(tied)mercedescadillac,1
preception,1
favor.bmws,1
"*lease*,",1
place.my,1
maintainence:(good)gminfinitiaccuralexus----(major,1
here)(poor)audi/vwmercedesbmwthe,1
*perform*.,1
"owned:""03",1
nisson,1
"se""04",1
"330xi""04",1
"tl""05",1
"cts[3.6]""06",1
"a3""06",1
is350and,1
"month,i",1
"on""07",1
g35xthe,1
owned.driving,1
awd].,1
incredably,1
leaders.,1
negatives:,1
lousey!!.,1
goodbad,1
worse)gminfiniti/acura/lexus/audi/vw/bmwmercedesany,1
awd].i,1
too...for,1
"""faster""",1
"earth,",1
ardent?my,1
original:lexusaccurabig,1
gapinfinityaudi,1
tiedcadillacmercedesthe,1
spirtintheysky,1
(airport,1
him.from,1
2007.2008,1
"perhaps.regards,ow",1
theremotepossibility,1
"$5,000.""fyp.do",1
50k-70k,1
miles?there,1
"""omg,",1
"fall!!!!!""",1
autoomatics,1
spiritinthesky's,1
"too.i,",1
miles).while,1
evidence.there's,1
youevermet,1
seenanystats,1
shock.http://www.endurancewarrantyservices.com/repaircosts.phpas,1
big-time,1
225k,1
g:1),1
hole).2),1
mileage/overall,1
horrible.3),1
everywhere.in,1
shock.http://www.endurancewarrantyservices.com/repaircosts.phpfill,1
warranties!,1
trivially,1
position.if,1
"it?""no,",1
"doesn't.but,",1
repair/replace/completely,1
figure),1
vehicle/transmission,1
preferances,1
purchases.if,1
the),1
hard-over,1
ideas),1
transmission.bring,1
~2-3x,1
automatic.i'm,1
anxiously,1
cdnpinhead.,1
"""07",1
grenaded,1
4$k,1
$2k.,1
"""toyota"".regards:oldcem",1
4k?!,1
tranny.but,1
175k,1
then.my,1
brooklyn,1
one).i,1
"dispose.regards,ow",1
occassionally,1
though.if,1
cadillacbuickacuralexusbmwinfinitimercedeslincoln-rocky,1
"overwhelmingly,",1
"(many,",1
like:gmccaddychevyoldsmobilebuicksaabopelbig,1
hereevery,1
150k?,1
"recalls,",1
at's,1
-ifit,1
lubrication.,1
"life.regards,ow",1
"list?regards,ow",1
question??in,1
"dilusions),",1
this:1.,1
6-speed)6.,1
mdx)big,1
gap7.,1
(1987,1
integra)8.,1
(1978,1
gx)bigger,1
gap9.,1
(1996,1
trooper)i,1
years/19k,1
13.5k,1
question??it,1
test!1.,1
ls2.,1
mvii,1
lsc3.,1
xihuge,1
gap4.,1
suburban5.,1
gtp6.,1
gp7.,1
gt8.,1
1966,1
lemansi,1
harness,1
"debauchery,",1
"butt!but,",1
perception.we,1
"fare!regards,ow",1
fare!i,1
expense.but,1
then......,1
fractured,1
housing.,1
gearbox.regards:oldcem,1
oldsmobiles,1
400s,1
"350s,",1
pucked,1
miles.regards:oldcem,1
list?it,1
570,1
ls/,1
factors.-rocky,1
question??iam,1
dilusionsi,1
dilusional,1
95',1
04',1
:p-rocky,1
"depreciation.regards,ow",1
"quality.regards,ow",1
6-speed)perhaps,1
acuras.have,1
bullit,1
"batt,",1
(80+k,1
180k,1
maxima.have,1
us.years,1
chasis.,1
miles.think,1
maxs,1
97.,1
(1995-1999),1
"wax,",1
us-built,1
"long.rocky,",1
arelativelybetter,1
"gizmos,",1
1995-1997,1
1995-1999,1
gxe,1
"escort,",1
built.if,1
owned:,1
cheap.ellps,1
quality:lexusacurainfiniti***giant,1
gap***bmwmbaudi***basement***anything,1
"harder.""you're",1
sometime.,1
cheap.maybe,1
carlos,1
hand?interior,1
sys,1
shine/depth,1
assoc,1
attaching,1
"(pads,",1
rotors/calipers,1
reqd),1
"also.and,",1
fun/enjoyable,1
04/07,1
tls.have,1
maxs.,1
growl.exactly,1
"accelerating,",1
"""v8""",1
quietest,1
"rocky,you",1
debunk,1
forums.ed,1
lexus/acura,1
(tied)infinitiaudibmwcadillacporschebottomless,1
pit/infinity,1
number/#:mercedes,1
ok...i,1
"""v"".",1
projectedtop,1
brands#1,1
-cadillac#2,1
-saab,1
gmi,1
pics#3,1
-acura#4,1
-lexus#5,1
-bmw#6,1
-mercedes#7,1
-infiniti#8,1
-audi#9,1
-lincoln#10,1
?-rocky,1
"ed,i",1
trouble.-grin.,1
people.the,1
s60r.-rocky,1
it!an,1
up.now,1
"""sometimes",1
"trouble""that",1
*not*,1
"""trouble"".",1
{name,1
manufacturers},1
thatisbeing,1
himself!rocky,1
well-intentioned,1
optomistic.,1
????just,1
in.-rocky,1
markets:china:,1
is300europe:,1
is250/is220dkorea:,1
is250taiwan:,1
is250in,1
japan).,1
"ya...now,",1
"woodworks?well,",1
part.also...,1
"cls.andre,",1
lottery...,1
"week.""that's",1
"msrp's):$16,865",1
"lx$19,995",1
"gxe$23,275",1
"318i$24,340",1
"vigor$25,385",1
"m30$67,750",1
"coupe$76,750",1
"cabriolet$86,780",1
c4,1
cabrioletas,1
"sedan.now,",1
"$72,800,",1
"$69,000.like",1
(1994),1
anxiety,1
gxe.,1
system.want,1
"account"".",1
"new!""",1
"stars!regards,ow",1
class!!i'll,1
"cheaper.!regards,ow",1
"new!""don't",1
coaching,1
911's.you,1
family.no,1
"family.regards,ow",1
grandparent,1
someday...you,1
rotten,1
grin)i'm,1
itonly,1
"son...still,",1
v6...,1
technically.,1
removed.let,1
v6!,1
car?maybe!also..,1
911.i,1
here!but,1
bliss.,1
here!so,1
mid-$20s,1
pricerange.,1
feasibly,1
3-year-old,1
money.of,1
equivalent.i,1
few:'03,1
hey!!!!,1
"boxter,",1
"worth!also,",1
difference.what,1
pletko's,1
90hp!,1
50%.,1
http://www.autotrader.com/fyc/vdp.jsp?car_id=219625536with,1
$35k(if,1
20s.if,1
porschepletko,1
"seat"",",1
".""a",1
heart.i,1
know?that's,1
estate/avant/whatever,1
"future.oh,",1
motion.amen.,1
relative...remember,1
fast?well,1
"""not-too-excessive""",1
entertaining.you,1
"gate.oh,",1
"entertainment.regards,ow",1
pigi'll,1
jaguar...:p,1
aflyingpig...,1
then...it's,1
joke!!the,1
pork,1
bellies.,1
cornering.when,1
personal!but,1
tech.look,1
horn??,1
light-weight,1
"accountants!regards,ow",1
"weight.""in",1
airlines.low,1
"airplanes,",1
"cars.""why",1
"horn??""you",1
kids!,1
"help!heck,",1
day.why,1
"tonnage?regards,ow",1
(adds,1
"""compensate""",1
weight.people,1
"""technically",1
"seat.""i",1
alfa.,1
"""technically""",1
so.;b,1
"a4?heck,",1
"screen!also,",1
cans!,1
houdini,1
limits!these,1
":pregards,ow",1
"""hope",1
"more.""there",1
b-day,1
tilted.horrible,1
pirates,1
gouge,1
movie?!?!,1
"frisky,",1
ourhome.,1
"bbqs,",1
"chairs,",1
"liquor,",1
"driver).btw,",1
soundtrack.,1
speakers/reception/etc,1
massively.,1
funny!that's,1
seats...it's,1
"anyway!regards,ow",1
http://forums.nicoclub.com/zerothread/260025,1
article?is,1
"computer.first,",1
mayberryguy),1
quotes:,1
"""popular"".",1
crap's,1
"idiots,",1
"""popular""",1
lookalike),1
enthusaist,1
"garbage.but,",1
(tie,1
"scientists,",1
skills.as,1
chocolates.,1
assinine,1
concluding,1
"differential"".mt",1
pier,1
cooler.not,1
long.i'm,1
proud?,1
dollarsmaybe,1
action.as,1
hint:,1
equivalence,1
"""dethroning""",1
heat.another,1
veracruz,1
vic.,1
trannies.kinda,1
lame.what,1
line&#147;with,1
latitude,1
buyers...&#148;no,1
practicality...except,1
both...the,1
(gt,1
view.i,1
removed]),1
a/t.,1
m/t.,1
3'ers,1
hot?,1
though.don't,1
three-on-the,1
"drag!wow,",1
mini-van!,1
heavier!,1
"batman!regards,ow",1
vic.lol!,1
"""roadster""",1
-with,1
seat.:surprise:the,1
"3,770",1
5-passenger,1
"4,300",1
trooper.,1
"factor,""",1
"""number",1
gulps,1
"handle,""",1
coolers,1
circulating,1
part...too,1
biggy.,1
":pj/k,",1
bgdc.,1
bmw.edit:,1
confirmed.what's,1
read/lurk.,1
rio:,1
1-series.we,1
thought.of,1
2+2?the,1
thread.yep,1
coupe.sorry,1
series.i'm,1
comfortably.bmw,1
bill.i'm,1
eliteness.,1
variables.,1
sportpost,1
topic:article,1
agree.i'm,1
dominate.,1
yore,1
ac.,1
"bet.shoot,",1
3600lb+,1
jellybean...my,1
lesabre,1
really.park,1
ave:39.5,1
circle112.2,1
wheelbase206.8,1
73.5,1
wbmw,1
335i3593,1
lbs36.1,1
circle108.7,1
wheelbase178.2l,1
71.5wlooks,1
right?guess,1
which?,1
shocker.3593,1
lbs3591,1
3-5-7,1
328i.26k-27k,1
26k-27k,1
then.the,1
2008's,1
"$35,300the",1
"$40,800difference",1
"$5,500the",1
"$44,300the",1
"$49,400the",1
"$5,100the",1
"$9,000the",1
"$8,600there",1
$30klooking,1
given.i,1
"$26,300and",1
"$31,400i",1
series.however,1
buyers.oh,1
tmv.,1
"test?regards,ow",1
convince.,1
$25-$27,1
29-32.if,1
however.yes,1
road.at,1
others.i've,1
predict.,1
it.consider,1
platform.according,1
for?i,1
mazda3s,1
s..,1
crack;,1
"(wrx,",1
mazdaspeed3),1
40-41k).,1
16-17k,1
"3s,",1
"make.locally,",1
"$20,490.",1
wouldstartat,1
"vehicles.plus,",1
correct.guess,1
"peril...regards,kyfdx",1
iffedlawman,1
lineup.let's,1
"replay,",1
"we?locally,",1
"$20,490.last",1
"prices"".",1
okay...it's,1
"""eating",1
"bug""",1
"thread...sorry,kyfdxvisiting",1
means??last,1
"prices"".nope.",1
manufacturerssuggestedretail,1
"price.but,",1
kids.sooner,1
motivated.as,1
e1,1
while.low,1
php,1
"$36,740",1
"tint,",1
future.for,1
think).absolutely,1
can't!,1
released.street,1
overlaps,1
sales.i,1
sales.you're,1
"prices"".not",1
andtrade-ins,1
etc....but,1
msrp.msrp,1
louisville.,1
"24k,",1
director's,1
assistant's,1
"car"".whatever",1
hops.,1
distance?,1
"""local""",1
dermine,1
interior)?,1
interior;,1
plastic?the,1
light-colored,1
'aluminum',1
painted/plated/whatever,1
appropriately-sized,1
(everthing,1
sun),1
front),1
removeable,1
widow,1
shade.,1
aloo-mini-um),1
repels,1
[ok.,1
words.],1
shields,1
trim],1
off.i,1
oven.,1
conductor,1
heat.what,1
heats,1
heat.once,1
cools,1
(hot,1
oven),1
air.you,1
repelled,1
work.aluminum,1
sun.once,1
"cools,",1
hands.anyone,1
specifically?,1
congratulations...hope,1
"3xi(auto),",1
"$38,513",1
(edmunds)you,1
disappointed...i,1
das107,1
sticker.is250,1
stickeraudi,1
ie.power,1
"$37,000?",1
axel,1
distances.,1
xi/awd.,1
"$35,135.",1
"$600.regards,ow",1
"weighty,",1
strikes.,1
cornered,1
"""lousy",1
"layout,""lends",1
cupholders...lol.,1
whatcirclewsaid.,1
use.save,1
happy.best,1
is250/awd/at,1
'performance'.,1
hp/280,1
rwd.unless,1
"""german""",1
"reliabiity,",1
room)if,1
certified.*edit*,1
generationsthe,1
old(idea-wise),1
"generations,",1
always...bmw,1
el.best,1
----------------->,1
$500new,1
------->,1
$500the,1
------------------------->,1
"weight.""while",1
143,1
"(3,197",1
pounds).best,1
porkier.,1
weight.hence,1
"the3,340",1
lb328irwdin,1
"3,582",1
328ix.the,1
311,1
"""loathing""",1
"consideration.and,",1
"4,018",1
costas,1
"regrettibly,",1
17/18/19,1
always...,1
doors...ask,1
couple.i,1
coupe.you'd,1
"""comfortable""",1
"""enjoyable"",",1
"""adults""",1
"""kids"",",1
well.according,1
lexusgsthan,1
"6'2"").",1
"post:hailalmamater,",1
"""2008",1
"impressions""",1
1:02,1
"thighs...however,",1
disclamer:,1
cliche,1
annoying.the,1
me.i'll,1
priceps,1
"$32,500+ttl",1
28.4mpg,1
priceso,1
"clarify.""if",1
"is""please",1
implied.the,1
luxurouis,1
mags),1
system)or,1
"raw,",1
fun).the,1
"lexus,infiniti,",1
others.formethe,1
"(subjective),",1
formethe,1
offored,1
"subjective),",1
cost.btw,1
(slightlylarger,1
ideal.ps,1
"$40,300",1
"$37,120.",1
(+ttl),1
pss...don't,1
secret...this,1
anti-lexus.don't,1
okay?:pps.,1
(well...sort,1
countles,1
about.my,1
(enough,1
gouge),1
buddy.,1
disussion.,1
help.geez,1
gangs,1
"else).louis,",1
"buyer?relax,",1
yawn...,1
addl,1
not.you,1
mostly.,1
neet,1
"attitude.btw,",1
owners).,1
yourself.helping,1
"help.honestly,",1
agenda.,1
do.why,1
buyer?first,1
(ellps,1
":poh,",1
"is250""",1
"agenda.relax,",1
"here?lol,",1
statements...my,1
always:,1
one.it,1
makers.according,1
"total$3,098so",1
(compare,1
freebees.,1
failing.not,1
bmw.sorry,1
mfr.the,1
prides,1
same.if,1
"way.btw,",1
mags',1
acuracy.here,1
same:,1
"cr.""let",1
pos?to,1
barrel.that,1
"implied.ah,",1
(mentioned,1
small).,1
"acara,",1
space.what's,1
tsx/camry,1
role?,1
failing.you,1
$1300,1
($55),1
florida).the,1
itso,1
"total$3,098i'm",1
(edmunds),1
4...i,1
4years,1
50kmiles,1
year...so,1
covered...or,1
right...you'd,1
quickly...for,1
year...it's,1
you...if,1
gone.btw...i,1
is...maybe,1
regional?,1
kdi,1
advertisers,1
wiser.another,1
dieter,1
(ceo)(yea,1
itself.who,1
"2000s,",1
(jim,1
farley)?,1
lexus.people,1
$1b,1
ev1,1
bucking,1
companies.but,1
mice.like,1
discussion?i,1
bmw.at,1
"3,439",1
lbs/,1
"1,560",1
"kgs,",1
the'06,1
"3,671",1
distributed,1
heavier.what,1
emulation,1
"lighter.regards,ow",1
lemons.that's,1
mfg...just,1
link.the,1
dealer/mfg.,1
decision-making,1
process.it's,1
"(imo)""bingo",1
vice-versa.,1
buyer.i've,1
ignored.test,1
x),1
y),1
y);,1
describing.in,1
part.my,1
is:bmw,1
(smaller,1
engine;,1
"larger),",1
"(slightly),",1
panachelexus,1
toysthose,1
bmwps,1
"jzalkin,",1
advocate...(disclaimer:,1
owner)bmw,1
leads:speed,1
induced.handling,1
here.size,1
3er.panache,1
manufacture.lexus:value,1
mb.comfort,1
sacrificed,1
that.reliability,1
non-argument.tech,1
not.ps.,1
good.it,1
"tons!gm,",1
"cigar!regards,ow",1
well.when,1
shootin',1
warr).,1
unique)there,1
agency.,1
(perfection).i,1
"$5,000+/-",1
buyer)as,1
toys;,1
hills),1
"brands.""i",1
sporty/sports,1
logo:,1
etc.no,1
luxury.in,1
9.99/mo,1
synch,1
bluetooth...already,1
"hands-free,",1
seats..don't,1
'em.to,1
right?like,1
"own.imho,",1
"""unvalid""",1
like:i,1
"believe.btw,",1
abut,1
exessive,1
inculde,1
recall.and,1
becuse,1
"experiences),",1
a.,1
rediculous.,1
farrari,1
jackets.it,1
"brand...""so",1
fan?to,1
manfred,1
"mann,",1
"""blinded",1
"light...""all",1
part.for,1
unchecked.,1
flaw.if,1
maker.as,1
robin,1
williams,1
"birdcage,",1
"toast""",1
"comapny,",1
"court,",1
migranes,1
me.that's,1
response.you,1
"don't.regards,ow",1
"response.""that",1
attitude:,1
"issues"",",1
"realistic,",1
possesses.i,1
here.lexus,1
whatevery,1
beregarding,1
reliability.yes,1
"bimmerfest),",1
bucket.brakes,1
"""early""",1
range...i,1
brakedust...don't,1
dust...don't,1
started.this,1
"stick!heck,",1
"ahead!regards,ow",1
e39).,1
turned.,1
explanations,1
(gdot?),1
none.on,1
richard,1
1979).,1
crews?,1
toxicity,1
"brakes""me",1
flintstones.,1
lolit's,1
pet,1
peeve,1
work;,1
65-75,1
hard-brakers,1
pre-braking,1
up!on,1
"dust!!regards,ow",1
reliability.except,1
porsche.jd,1
"powershowever,",1
arise.i,1
gx470.,1
"normal""",1
"company"".",1
checking.my,1
stockpile.,1
time.not,1
stated!,1
norm.,1
management.my,1
stuttered,1
fuses,1
resolve.,1
old.neither,1
"""dontbuylexus""",1
"""nearly",1
undercompensation-overcompensation-undercompensation,1
linkage.,1
firmware.,1
vpc,1
"latest-but-not-the-greatest,",1
thanks).,1
"""presto"",",1
anomalous,1
rotors.i've,1
experience.now,1
"but,at",1
bad.your,1
"solution:""some",1
high-friction,1
wheels.for,1
"objectionable,",1
brakingperformance,1
usage.these,1
"parts.""i",1
dust.check,1
beliefs.i,1
"al.""lexus",1
"opinion.""i",1
ensures,1
similar.you,1
whop,1
corporate),1
"you?""",1
ncds,1
manifold.,1
(toyota,1
buyback.lexus,1
poof,1
(lies,1
beiong,1
stationa,1
tint).,1
neglegence,1
"fraud.third,",1
"""my.is""",1
underwelmed,1
corporate.,1
mechanical),1
mechaninical,1
"customers.lastly,",1
enough?i,1
eny,1
oppose,1
problem.and,1
sundry,1
related.they,1
"you?""not",1
necessarily.,1
"(dying,",1
stuttering),1
acknowldege,1
tsbs,1
resolution.my,1
ownership.lexus,1
great.rofl.,1
ecuflashes,1
upon?,1
andbmw,1
"""fix.""no",1
delusion,1
expendable.and,1
"rofl,",1
<-----,1
topic.i,1
acheive,1
charging.,1
greed.so,1
opinon,1
differs.,1
problems.roflbmw's,1
quantified,1
occasional.,1
doing.i'm,1
"though.""rofli",1
screwing,1
rotors).when,1
(reconfigure,1
"it""i",1
scrached,1
voluntereed,1
often)as,1
previously),1
well.then,1
dude.the,1
dealer.y,1
v-brian,1
"installed.""that",1
about.that,1
hour.....,1
priceless!they,1
$250.,1
+$1600,1
eot)(i,1
"$2,250",1
pre-owned.,1
"brian,",1
"itself.""wrong",1
slogan?,1
matche,1
level.no,1
yearit's,1
it.unlike,1
instance).anyone,1
rotors).3,1
stuttered.,1
2009/2010.different,1
priorities...,1
dealer.amen.,1
"priorities...""understandable",1
"knocking""",1
products.lexus,1
whiners,1
solution!?!?,1
"me.hey,",1
"quick-steering,",1
replacements...,1
"buick.btw,",1
greenstuff,1
"20k.also,",1
orig,1
uncool!see,1
yourself:,1
company....no,1
necessary.within,1
m3's.maybe,1
"mgs,",1
anymore.but,1
supplanted,1
"$250""something",1
run-flat.,1
them.if,1
(possible),1
meeting.people,1
persistent,1
"""baby",1
"enrons""",1
company?,1
"itself.""who",1
jfk?maybe,1
bad.no,1
conspiracy:#1939,1
1948,1
[dontbuylexus],1
sylvia,1
(6:03,1
replyreplying,1
12:23,1
pm)fantastic.,1
reiterated,1
costs.if,1
athttp://www.edmunds.com/apps/ratings/ratingsindex.jsp?usein=nthe,1
told),1
out.clue,1
"ones.""$600",1
rotors!?!?,1
huh?cars,1
"photo,",1
going).it's,1
resistance.,1
dusty,1
safety.change,1
(ebc,1
"centric),",1
"(cold,",1
"abs/dsc,",1
ebc,1
necessary.i'd,1
"regulators,",1
woe,1
gatherings.,1
"distorting,",1
inefficiency,1
control/component,1
large.these,1
m3's.same,1
above.you,1
categories.1.,1
(engine,1
air).2.,1
is...nobody,1
cuvs/crossovers).,1
(closest,1
all).i,1
"trade-off.imo,",1
(redundancy,1
strategy),1
(exit,1
strategy.in,1
redundancy,1
plan!in,1
"strategy.regards,ow",1
maxima.maybe,1
"infrequency,",1
"niguel,",1
months.i'll,1
"""steal""",1
guilt,1
conscience),1
"not.blueguy,",1
s2000?we've,1
flirted,1
s-plan,1
pricing),1
24/7.but,1
curious.i,1
"09/10,",1
bmw-engineered,1
40-50%,1
"(alas,",1
hatch/sedan,1
here):,1
jfk?,1
"""rofli",1
9/11.as,1
damaged.,1
shady.as,1
edumonds,1
advertisers.,1
sylvias,1
posting?,1
"talk""",1
edmunds.if,1
"maintanece,",1
car.ormaybe,1
dissentient's,1
pharm,1
lobbists,1
congressmen,1
disinformation,1
buyers?before,1
"dance,",1
rebute,1
edmunds....,1
fourm,1
lobbist,1
"standards.""this",1
asside,1
"wallet).also,",1
(understandable,1
(unacceptable,1
non-om,1
fun.considering,1
"(is250),",1
employee.you,1
defrauding,1
everyone.and,1
fit.i,1
bugs.,1
canon,1
rebel,1
ownership.i,1
extrapolation,1
bmw.considering,1
"tee,",1
"stuff),",1
what),1
(fun,1
marketplace),1
honda)i,1
forums.ps,1
biotechnology,1
scripps,1
burnham,1
torrey,1
pines,1
discovery.,1
cures,1
them.oh,1
really?is250,1
specslet,1
you:wheels,1
tiresalloy,1
17-in.,1
"8-in.sbrp225/45vr17,",1
tirescompact,1
tireanother,1
one:is250,1
specsunder,1
"control"":17.0""",1
wheelscompact,1
wheel/tirenow,1
runflat-equipped,1
deteriorated,1
tolerated.we,1
item/agenda.,1
agendaopen,1
(positive,1
violating,1
joinging,1
posting),1
on-topic.,1
topic.let's,1
"us.mini,",1
scotia.,1
:surprise:i'll,1
lemon-lawed,1
hybrid),1
"problem.man,",1
e93,1
"none.iirc,",1
"dies,",1
pbr/axxis.,1
difference!should've,1
discussionconvertibles,1
drop-top,1
(worried,1
slow);,1
ragtop.,1
great.what,1
intended)?the,1
convertible.ps,1
-pleaselets,1
335ic.,1
"$56,000,",1
"$52,000",1
"($1,500",1
yet.he,1
honeymoon.,1
the328i,1
the335i.,1
price.i've,1
328cic.,1
"328cic.""never",1
phony,1
"thing!regards,ow",1
http://www.iihs.org/sr/pdfs/sr4208.pdf,1
read.notice,1
test.i,1
consistent.results,1
bad.all,1
"kd,great",1
"models?also,",1
suv/truck/van,1
"set.regards,ow",1
article.to,1
$1800.,1
pittance,1
bumper(remember,1
those?).,1
tale-tale,1
"""deer",1
"fur""",1
ow,1
"hurts!regards,ow",1
clip.,1
veared,1
bumper.just,1
happens.i'll,1
week.http://i3.photobucket.com/albums/y52/jzalkin/cars/2006%20lexus%20is250/accident/-,1
image_003.jpghttp://i3.photobucket.com/albums/y52/jzalkin/cars/2006%20lexus%20is250/accident/-,1
image_004.jpghis,1
car:http://i3.photobucket.com/albums/y52/jzalkin/cars/2006%20lexus%20is250/accident/-,1
image_006.jpgcop,1
"(man,",1
down):http://i3.photobucket.com/albums/y52/jzalkin/cars/2006%20lexus%20is250/accident/-,1
image_007.jpg,1
sorry!,1
fixed.what,1
purse,1
jzalkin,1
pissed.,1
painless!my,1
idjit,1
argh.this,1
menace,1
dissapointing.,1
hissing,1
"wheezing,",1
noisy.visibility,1
traffic.entry,1
tilts,1
unrefined.,1
"sedan?""there",1
rattling.,1
luxury...like,1
"forum,can",1
"bmw,and",1
others)are,1
moldings?,1
what?thanks.,1
rattlingi,1
noise...i,1
kawasaki,1
quieter!i'm,1
greatly!,1
n1.,1
my'06,1
tires...it's,1
"el42's!regardless,",1
"far.regards,ow",1
quiet.why,1
porridge,1
hot...,1
"best""maybe",1
ear?,1
gearhead,1
cars!).,1
grumbled,1
e90...uh,1
puttered,1
"drama,",1
blah.hopefully,1
09/10.,1
m3...this,1
desire!,1
"tremendously.regards,ow",1
lolwe'll,1
"best.ah,",1
"noise""",1
"$2,400",1
reservedly,1
ones.and,1
aurally,1
ear?a,1
"""friend""",1
exhaust...that,1
meaner...still,1
engineer),1
went.first,1
none-the-less,1
deceiving,1
"pillar,",1
hips,1
"hips,",1
drive.speaking,1
perfect.found,1
beyond.,1
ooze,1
ewwww.,1
patched.,1
day.back,1
sixes.,1
harshly.long,1
dynamics.best,1
interest.perhaps,1
which?why,1
modling,1
"disappearing,",1
cars?did,1
smal,1
nicks?,1
'strips',1
acuras.....?,1
contrasted,1
"""flame""",1
"nicks,",1
offender's,1
molding.,1
(mt),1
now.as,1
good.perhaps,1
cts-s,1
confirmed...so,1
room...lexus,1
pillar),1
es...like,1
'sporty',1
(rocky?),1
months/years,1
coming?now,1
"seen.strange.thanks,",1
off-hand,1
huh??,1
sick.i'm,1
"...and,",1
"sick.amen,",1
preach,1
hodge-podge,1
prior!!,1
idiots.,1
buttometer,1
guage...and,1
review.the,1
"time.regards,ow",1
park.absolutely,1
dings.each,1
dimension.these,1
"""protective""",1
stick-ons.wanna,1
dings...park,1
"walk,",1
wide),1
spot.sounds,1
inflatable,1
protectors,1
ceiling!,1
:phanging,1
protector,1
dings.absolutely,1
semi-open,1
bangs,1
jamb.,1
door.not,1
anti-molding,1
garage.funny,1
"door.so,",1
"ding"".in",1
$79,1
paintless,1
"scuffed,",1
expensive.strictly,1
detraction.,1
goodegg.it,1
"dents?again,",1
idea...let's,1
echoing,1
again.this,1
mdx.parked,1
"it.yes,",1
"hits,",1
dings.that,1
argued.all,1
right.i'd,1
$500-,1
"replaceable,",1
windshield!,1
bodywork,1
"seriously.finally,",1
amazing!i,1
cladding,1
pun).,1
"""ding",1
"king""",1
hays,1
works!it,1
"dings,",1
dents?,1
entrance.if,1
"dinged,",1
bumps/scratches/dents,1
mornings,1
"tohera3,",1
spotless.,1
aren't...and,1
dent.,1
week.when,1
kepy,1
immaculate.the,1
billyp,1
closet/kitchen,1
out/wash/wax.,1
dried/crusty,1
lollipop,1
:sick:as,1
dings/scratches,1
forum-visitors,1
maintenance/cleaning/state?,1
slather,1
finger/handprints,1
handle/door!,1
cardiac,1
arrest!,1
badly!,1
country...,1
"dirt,",1
"pollen,",1
"manure,",1
possum,1
"innards,",1
who-knows-what-else,1
to.my,1
quarterly,1
klasse.,1
huh?!,1
bucks.i,1
felixes!but,1
"""innards""",1
handles...,1
add...i,1
sesame,1
felix...,1
"kominsky,",1
turn.i,1
am.i,1
hates.the,1
microscopic,1
beads,1
sandwiches.,1
more.my,1
entering.i've,1
first.i,1
issues.worst,1
me.it,1
(garage,1
hot),1
wax.she,1
her.i,1
me.i've,1
help??,1
round-trip,1
"tool,",1
sloppy.i'd,1
(ak),1
bugged-up,1
moderately-dented,1
supermarket,1
that.different,1
entering.just,1
timesafter,1
exclusive!,1
90s...,1
tripping,1
blinding,1
drivers!,1
":shades:""my",1
"shades!""",1
"night!""",1
"while.heh,",1
loud!,1
up!my,1
cleanliness,1
etc.i'd,1
appliance.i,1
